front_distance,left_distance,right_distance,goal_direction,previous_action,step_count,expert_action,scenario_type
22,12,89,right,reverse,6,turn_right,narrow_gap
9,11,8,forward,reverse,0,reverse,dead_end
60,85,82,left,none,2,turn_left,goal_misalignment
17,25,61,forward,move_forward,1,turn_right,low_distance_noise
51,37,76,left,move_forward,5,turn_left,open_path
19,73,84,forward,none,1,turn_right,front_obstacle
34,19,73,right,stop,0,turn_right,narrow_gap
3,13,5,left,reverse,4,reverse,dead_end
68,27,77,left,none,5,turn_left,goal_misalignment
24,45,68,forward,turn_left,0,move_forward,low_distance_noise
93,90,41,right,turn_left,4,turn_right,open_path
19,70,79,right,reverse,6,turn_right,front_obstacle
31,9,68,right,stop,4,turn_right,narrow_gap
6,14,11,right,none,6,reverse,dead_end
44,84,70,left,turn_left,2,turn_left,goal_misalignment
18,20,41,forward,turn_right,5,turn_right,low_distance_noise
65,57,76,left,none,1,turn_left,open_path
10,33,74,forward,stop,3,turn_right,front_obstacle
12,15,52,right,turn_left,2,turn_right,narrow_gap
8,7,7,left,stop,3,reverse,dead_end
89,45,76,left,stop,5,turn_left,goal_misalignment
12,39,49,forward,turn_right,4,turn_right,low_distance_noise
87,53,61,left,none,6,turn_left,open_path
5,18,19,forward,turn_left,1,stop,front_obstacle
28,17,57,right,turn_right,0,turn_right,narrow_gap
8,8,13,right,move_forward,2,reverse,dead_end
83,55,51,right,turn_left,5,turn_right,goal_misalignment
18,21,71,forward,move_forward,0,turn_right,low_distance_noise
84,77,67,forward,turn_right,3,move_forward,open_path
8,67,57,left,none,4,turn_left,front_obstacle
13,21,79,right,stop,5,turn_right,narrow_gap
4,5,4,left,move_forward,5,reverse,dead_end
60,50,80,right,none,1,turn_right,goal_misalignment
17,45,70,forward,none,5,turn_right,low_distance_noise
58,34,80,forward,none,4,move_forward,open_path
9,18,72,forward,none,0,turn_right,front_obstacle
35,21,89,right,move_forward,4,turn_right,narrow_gap
6,10,18,forward,turn_left,1,stop,dead_end
37,80,56,left,none,3,turn_left,goal_misalignment
12,38,75,forward,reverse,6,turn_right,low_distance_noise
69,61,85,forward,reverse,2,move_forward,open_path
11,31,48,right,reverse,2,turn_right,front_obstacle
10,11,73,right,turn_right,2,turn_right,narrow_gap
3,18,11,right,move_forward,4,stop,dead_end
57,80,55,left,move_forward,1,turn_left,goal_misalignment
14,20,66,forward,stop,2,turn_right,low_distance_noise
62,72,52,right,none,4,turn_right,open_path
16,45,30,left,move_forward,4,turn_left,front_obstacle
29,15,43,right,stop,2,turn_right,narrow_gap
6,18,6,left,none,0,stop,dead_end
72,82,73,right,reverse,4,turn_right,goal_misalignment
20,36,51,forward,none,3,move_forward,low_distance_noise
59,58,30,right,none,5,turn_right,open_path
10,68,22,right,stop,1,turn_left,front_obstacle
20,22,36,right,turn_left,3,turn_right,narrow_gap
8,18,6,left,move_forward,4,stop,dead_end
82,73,45,left,turn_right,5,turn_left,goal_misalignment
16,34,49,forward,turn_right,2,turn_right,low_distance_noise
70,90,59,left,turn_left,2,turn_left,open_path
6,83,70,left,turn_left,0,turn_left,front_obstacle
28,7,62,right,reverse,0,turn_right,narrow_gap
12,5,18,right,none,1,stop,dead_end
75,43,56,left,move_forward,5,turn_left,goal_misalignment
12,28,80,forward,reverse,3,turn_right,low_distance_noise
48,79,61,forward,none,2,move_forward,open_path
12,80,48,left,none,3,turn_left,front_obstacle
33,11,73,right,turn_right,1,turn_right,narrow_gap
12,11,3,left,stop,3,reverse,dead_end
36,69,41,right,turn_left,0,turn_right,goal_misalignment
23,30,64,forward,move_forward,4,move_forward,low_distance_noise
62,85,44,right,stop,5,turn_right,open_path
12,60,21,right,turn_left,1,turn_left,front_obstacle
13,15,49,right,turn_right,4,turn_right,narrow_gap
5,5,9,forward,stop,1,reverse,dead_end
39,68,69,right,none,2,turn_right,goal_misalignment
19,37,58,forward,stop,2,turn_right,low_distance_noise
88,42,45,forward,reverse,6,move_forward,open_path
7,87,15,left,turn_left,5,turn_left,front_obstacle
26,20,79,right,turn_right,6,turn_right,narrow_gap
5,15,12,left,turn_right,3,stop,dead_end
57,73,41,left,stop,1,turn_left,goal_misalignment
14,26,43,forward,reverse,5,turn_right,low_distance_noise
58,65,69,left,none,3,turn_left,open_path
12,42,38,forward,move_forward,1,turn_left,front_obstacle
28,6,90,right,turn_right,6,turn_right,narrow_gap
5,7,10,right,turn_right,6,reverse,dead_end
45,85,89,right,turn_right,4,turn_right,goal_misalignment
14,21,81,forward,reverse,3,turn_right,low_distance_noise
67,38,58,left,turn_right,0,turn_left,open_path
19,69,50,left,none,2,turn_left,front_obstacle
34,10,63,right,reverse,6,turn_right,narrow_gap
6,6,11,right,reverse,3,reverse,dead_end
37,88,63,right,turn_right,0,turn_right,goal_misalignment
21,45,74,forward,turn_left,1,move_forward,low_distance_noise
79,43,81,right,stop,3,turn_right,open_path
6,35,20,left,none,1,turn_left,front_obstacle
28,18,89,right,move_forward,0,turn_right,narrow_gap
16,18,9,right,turn_left,1,stop,dead_end
89,43,32,left,turn_left,0,turn_left,goal_misalignment
15,28,65,forward,turn_left,6,turn_right,low_distance_noise
90,65,63,right,none,6,turn_right,open_path
5,57,71,right,stop,1,turn_right,front_obstacle
28,14,65,right,stop,1,turn_right,narrow_gap
10,14,4,forward,reverse,2,reverse,dead_end
47,56,79,right,stop,2,turn_right,goal_misalignment
13,30,69,forward,none,6,turn_right,low_distance_noise
46,41,61,left,stop,0,turn_left,open_path
16,21,31,left,turn_left,6,turn_right,front_obstacle
22,10,78,right,turn_right,6,turn_right,narrow_gap
6,17,17,forward,move_forward,5,stop,dead_end
54,33,89,left,none,1,turn_left,goal_misalignment
18,32,42,forward,turn_left,1,turn_right,low_distance_noise
48,36,79,left,reverse,5,turn_left,open_path
17,87,75,forward,turn_right,4,turn_left,front_obstacle
15,9,75,right,stop,0,turn_right,narrow_gap
11,18,13,left,stop,6,stop,dead_end
55,51,70,right,move_forward,4,turn_right,goal_misalignment
23,43,74,forward,turn_right,0,move_forward,low_distance_noise
80,64,73,left,move_forward,2,turn_left,open_path
11,69,16,left,stop,5,turn_left,front_obstacle
35,19,40,right,reverse,0,turn_right,narrow_gap
8,18,5,left,stop,2,stop,dead_end
47,47,68,right,none,4,turn_right,goal_misalignment
14,30,45,forward,reverse,5,turn_right,low_distance_noise
89,62,77,left,turn_left,5,turn_left,open_path
16,33,33,forward,none,2,turn_left,front_obstacle
20,14,52,right,move_forward,6,turn_right,narrow_gap
12,13,12,right,stop,0,reverse,dead_end
40,86,29,left,turn_right,3,turn_left,goal_misalignment
22,43,86,forward,move_forward,1,move_forward,low_distance_noise
94,46,51,right,move_forward,6,turn_right,open_path
5,26,61,left,none,1,turn_right,front_obstacle
13,9,88,right,stop,1,turn_right,narrow_gap
12,7,12,left,none,3,reverse,dead_end
53,77,62,left,reverse,5,turn_left,goal_misalignment
16,20,50,forward,stop,1,turn_right,low_distance_noise
59,27,31,forward,none,6,move_forward,open_path
19,35,23,right,turn_left,5,turn_left,front_obstacle
11,12,55,right,stop,4,turn_right,narrow_gap
4,15,18,right,turn_left,1,stop,dead_end
45,36,66,right,none,5,turn_right,goal_misalignment
22,44,57,forward,stop,5,move_forward,low_distance_noise
66,58,46,left,turn_right,6,turn_left,open_path
12,65,54,forward,turn_left,0,turn_left,front_obstacle
16,7,83,right,stop,6,turn_right,narrow_gap
16,15,5,forward,none,1,stop,dead_end
70,41,85,left,reverse,5,turn_left,goal_misalignment
20,40,89,forward,move_forward,2,move_forward,low_distance_noise
91,60,48,left,turn_left,3,turn_left,open_path
10,53,86,right,move_forward,6,turn_right,front_obstacle
11,9,38,right,turn_right,3,turn_right,narrow_gap
12,12,7,left,reverse,0,reverse,dead_end
35,73,33,right,move_forward,6,turn_right,goal_misalignment
23,32,61,forward,none,3,move_forward,low_distance_noise
92,72,35,forward,turn_left,0,move_forward,open_path
12,71,63,forward,turn_left,3,turn_left,front_obstacle
18,16,55,right,turn_left,0,turn_right,narrow_gap
6,12,6,right,stop,6,reverse,dead_end
80,85,85,left,turn_left,2,turn_left,goal_misalignment
24,28,44,forward,stop,3,move_forward,low_distance_noise
70,72,50,right,stop,1,turn_right,open_path
14,61,25,left,stop,3,turn_left,front_obstacle
22,8,61,right,turn_right,1,turn_right,narrow_gap
11,12,17,left,stop,1,stop,dead_end
39,80,68,right,reverse,5,turn_right,goal_misalignment
23,39,78,forward,move_forward,4,move_forward,low_distance_noise
49,90,64,right,stop,4,turn_right,open_path
6,22,89,forward,stop,0,turn_right,front_obstacle
16,17,45,right,reverse,6,turn_right,narrow_gap
17,16,5,forward,turn_left,4,stop,dead_end
81,63,26,right,move_forward,1,turn_right,goal_misalignment
23,44,58,forward,turn_right,4,move_forward,low_distance_noise
67,88,89,forward,turn_right,4,move_forward,open_path
11,41,27,right,move_forward,2,turn_left,front_obstacle
17,12,84,right,stop,1,turn_right,narrow_gap
8,17,9,forward,none,5,stop,dead_end
78,28,83,right,move_forward,1,turn_right,goal_misalignment
17,45,38,forward,reverse,0,turn_left,low_distance_noise
71,52,70,forward,move_forward,3,move_forward,open_path
14,64,60,forward,turn_left,3,turn_left,front_obstacle
26,13,61,right,reverse,2,turn_right,narrow_gap
7,10,3,forward,turn_right,3,reverse,dead_end
83,68,51,right,turn_left,1,turn_right,goal_misalignment
22,36,90,forward,none,0,move_forward,low_distance_noise
94,44,49,right,turn_right,0,turn_right,open_path
14,77,69,right,turn_left,3,turn_left,front_obstacle
11,14,58,right,none,1,turn_right,narrow_gap
6,4,7,left,stop,6,reverse,dead_end
44,69,50,right,stop,4,turn_right,goal_misalignment
20,38,74,forward,move_forward,4,move_forward,low_distance_noise
92,90,69,forward,reverse,3,move_forward,open_path
6,15,59,left,none,3,turn_right,front_obstacle
22,13,41,right,turn_left,5,turn_right,narrow_gap
12,16,14,left,none,0,stop,dead_end
41,74,81,right,reverse,6,turn_right,goal_misalignment
20,26,41,forward,turn_left,0,move_forward,low_distance_noise
88,62,49,right,stop,1,turn_right,open_path
9,31,76,left,turn_right,0,turn_right,front_obstacle
35,17,87,right,turn_right,0,turn_right,narrow_gap
18,11,14,forward,move_forward,6,reverse,dead_end
35,49,79,right,turn_right,2,turn_right,goal_misalignment
14,40,68,forward,turn_right,2,turn_right,low_distance_noise
87,73,51,forward,turn_left,1,move_forward,open_path
12,82,44,left,turn_right,5,turn_left,front_obstacle
30,15,57,right,move_forward,3,turn_right,narrow_gap
17,6,16,left,stop,5,stop,dead_end
51,52,41,left,stop,0,turn_left,goal_misalignment
17,37,59,forward,turn_right,6,turn_right,low_distance_noise
69,77,46,left,stop,4,turn_left,open_path
11,62,85,left,stop,4,turn_right,front_obstacle
24,19,68,right,none,6,turn_right,narrow_gap
15,6,13,right,turn_left,3,reverse,dead_end
88,68,44,right,move_forward,3,turn_right,goal_misalignment
18,35,55,forward,stop,6,turn_right,low_distance_noise
69,38,74,right,stop,1,turn_right,open_path
10,81,35,forward,turn_right,6,turn_left,front_obstacle
26,17,35,right,turn_right,2,turn_right,narrow_gap
5,10,6,right,stop,1,reverse,dead_end
41,82,39,right,none,2,turn_right,goal_misalignment
17,40,61,forward,move_forward,0,turn_right,low_distance_noise
45,86,54,forward,none,6,move_forward,open_path
14,34,23,forward,stop,2,turn_left,front_obstacle
16,17,72,right,move_forward,4,turn_right,narrow_gap
10,13,4,right,turn_right,3,reverse,dead_end
35,42,41,right,turn_left,6,turn_right,goal_misalignment
13,21,55,forward,reverse,0,turn_right,low_distance_noise
50,63,25,left,move_forward,2,turn_left,open_path
6,55,42,forward,move_forward,2,turn_left,front_obstacle
31,7,89,right,turn_right,2,turn_right,narrow_gap
18,10,17,left,turn_right,6,stop,dead_end
83,83,62,right,reverse,1,turn_right,goal_misalignment
15,32,51,forward,turn_left,5,turn_right,low_distance_noise
62,55,53,forward,none,1,move_forward,open_path
12,60,76,left,none,6,turn_right,front_obstacle
29,15,55,right,reverse,2,turn_right,narrow_gap
5,9,12,forward,turn_left,5,reverse,dead_end
55,59,63,left,none,5,turn_left,goal_misalignment
22,40,69,forward,reverse,0,move_forward,low_distance_noise
55,88,60,right,turn_left,2,turn_right,open_path
10,63,71,forward,reverse,1,turn_right,front_obstacle
16,10,35,right,none,3,turn_right,narrow_gap
5,11,11,left,move_forward,5,reverse,dead_end
63,76,26,left,turn_right,3,turn_left,goal_misalignment
22,24,35,forward,turn_right,5,move_forward,low_distance_noise
82,27,71,forward,none,6,move_forward,open_path
14,17,16,left,stop,3,stop,front_obstacle
35,15,68,right,none,2,turn_right,narrow_gap
11,15,16,forward,reverse,0,stop,dead_end
56,40,44,left,turn_left,3,turn_left,goal_misalignment
21,40,70,forward,turn_right,0,move_forward,low_distance_noise
79,55,37,right,turn_left,2,turn_right,open_path
9,27,43,right,reverse,1,turn_right,front_obstacle
29,11,62,right,reverse,4,turn_right,narrow_gap
12,3,13,forward,none,2,reverse,dead_end
68,29,56,right,move_forward,3,turn_right,goal_misalignment
19,44,58,forward,turn_right,2,turn_right,low_distance_noise
52,65,57,left,none,5,turn_left,open_path
14,58,77,right,none,0,turn_right,front_obstacle
20,12,55,right,stop,6,turn_right,narrow_gap
5,9,5,left,turn_left,4,reverse,dead_end
35,28,86,left,turn_right,1,turn_left,goal_misalignment
18,30,83,forward,turn_right,1,turn_right,low_distance_noise
67,84,72,right,stop,1,turn_right,open_path
15,29,57,forward,none,0,turn_right,front_obstacle
18,12,87,right,none,0,turn_right,narrow_gap
14,7,10,left,stop,3,reverse,dead_end
62,38,33,right,stop,6,turn_right,goal_misalignment
21,40,39,forward,turn_right,2,move_forward,low_distance_noise
63,46,26,forward,turn_left,4,move_forward,open_path
15,59,29,left,turn_right,0,turn_left,front_obstacle
35,12,37,right,move_forward,0,turn_right,narrow_gap
5,5,10,left,move_forward,0,reverse,dead_end
74,63,31,right,stop,3,turn_right,goal_misalignment
24,37,87,forward,turn_left,1,move_forward,low_distance_noise
94,56,51,right,reverse,2,turn_right,open_path
6,29,69,forward,turn_left,5,turn_right,front_obstacle
12,18,75,right,reverse,3,turn_right,narrow_gap
12,13,4,right,reverse,4,reverse,dead_end
58,75,31,right,move_forward,6,turn_right,goal_misalignment
15,34,38,forward,turn_right,6,turn_right,low_distance_noise
88,49,89,right,none,0,turn_right,open_path
13,52,19,forward,stop,1,turn_left,front_obstacle
11,12,56,right,none,3,turn_right,narrow_gap
3,17,5,left,stop,2,stop,dead_end
74,79,77,right,turn_left,5,turn_right,goal_misalignment
16,45,84,forward,turn_left,5,turn_right,low_distance_noise
54,76,26,right,stop,6,turn_right,open_path
10,26,23,left,reverse,0,turn_left,front_obstacle
13,10,65,right,move_forward,3,turn_right,narrow_gap
13,5,15,right,reverse,0,stop,dead_end
39,84,69,left,turn_right,5,turn_left,goal_misalignment
24,36,57,forward,move_forward,6,move_forward,low_distance_noise
74,65,81,forward,move_forward,0,move_forward,open_path
19,19,61,left,turn_right,1,turn_right,front_obstacle
17,6,55,right,reverse,3,turn_right,narrow_gap
18,11,8,right,stop,1,reverse,dead_end
59,29,56,right,move_forward,3,turn_right,goal_misalignment
19,30,71,forward,turn_left,2,turn_right,low_distance_noise
82,81,67,left,move_forward,2,turn_left,open_path
17,67,56,left,none,6,turn_left,front_obstacle
34,11,83,right,move_forward,1,turn_right,narrow_gap
5,3,8,forward,stop,3,reverse,dead_end
36,43,73,left,turn_right,3,turn_left,goal_misalignment
16,39,79,forward,reverse,2,turn_right,low_distance_noise
92,64,43,right,turn_right,3,turn_right,open_path
19,67,64,forward,turn_left,3,turn_left,front_obstacle
33,17,77,right,turn_left,3,turn_right,narrow_gap
8,15,15,forward,turn_left,2,stop,dead_end
89,86,68,left,move_forward,1,turn_left,goal_misalignment
18,27,81,forward,turn_left,0,turn_right,low_distance_noise
75,71,32,right,turn_left,5,turn_right,open_path
17,33,69,left,stop,6,turn_right,front_obstacle
11,19,49,right,reverse,1,turn_right,narrow_gap
6,4,10,forward,none,1,reverse,dead_end
45,61,41,right,move_forward,4,turn_right,goal_misalignment
22,21,55,forward,turn_right,0,move_forward,low_distance_noise
92,72,42,right,move_forward,0,turn_right,open_path
12,73,55,forward,stop,0,turn_left,front_obstacle
27,9,86,right,turn_right,1,turn_right,narrow_gap
12,14,17,right,none,4,stop,dead_end
51,55,38,left,move_forward,0,turn_left,goal_misalignment
12,29,40,forward,move_forward,5,turn_right,low_distance_noise
68,82,89,forward,stop,1,move_forward,open_path
14,87,70,left,turn_right,5,turn_left,front_obstacle
22,20,55,right,reverse,6,turn_right,narrow_gap
3,4,10,left,turn_right,4,reverse,dead_end
83,63,30,right,reverse,0,turn_right,goal_misalignment
16,32,55,forward,move_forward,5,turn_right,low_distance_noise
60,70,41,left,move_forward,5,turn_left,open_path
17,30,54,forward,move_forward,4,turn_right,front_obstacle
21,15,61,right,move_forward,5,turn_right,narrow_gap
6,15,17,forward,none,2,stop,dead_end
53,39,76,left,reverse,5,turn_left,goal_misalignment
21,30,53,forward,none,4,move_forward,low_distance_noise
81,88,82,right,none,0,turn_right,open_path
14,29,47,right,stop,5,turn_right,front_obstacle
33,5,35,right,reverse,0,turn_right,narrow_gap
6,7,8,forward,move_forward,4,reverse,dead_end
40,84,40,right,none,1,turn_right,goal_misalignment
16,39,46,forward,stop,2,turn_right,low_distance_noise
45,68,29,left,none,4,turn_left,open_path
9,48,64,left,turn_right,3,turn_right,front_obstacle
21,16,63,right,none,2,turn_right,narrow_gap
17,18,10,right,turn_right,4,stop,dead_end
75,61,86,left,none,5,turn_left,goal_misalignment
19,43,35,forward,reverse,1,turn_left,low_distance_noise
55,87,56,forward,turn_left,6,move_forward,open_path
19,78,77,left,reverse,5,turn_left,front_obstacle
15,7,55,right,turn_left,6,turn_right,narrow_gap
9,8,10,forward,move_forward,5,reverse,dead_end
51,69,70,right,move_forward,0,turn_right,goal_misalignment
16,33,40,forward,reverse,1,turn_right,low_distance_noise
76,43,61,forward,none,2,move_forward,open_path
13,69,89,right,stop,6,turn_right,front_obstacle
21,15,62,right,turn_right,3,turn_right,narrow_gap
7,8,11,left,turn_left,1,reverse,dead_end
77,80,56,left,turn_right,5,turn_left,goal_misalignment
17,27,74,forward,turn_right,0,turn_right,low_distance_noise
47,70,77,forward,turn_right,2,move_forward,open_path
18,36,35,right,turn_left,3,turn_left,front_obstacle
26,12,51,right,reverse,2,turn_right,narrow_gap
3,8,15,left,turn_right,3,stop,dead_end
81,48,50,left,stop,4,turn_left,goal_misalignment
23,32,54,forward,stop,6,move_forward,low_distance_noise
54,70,60,forward,turn_left,5,move_forward,open_path
18,55,62,right,reverse,1,turn_right,front_obstacle
17,12,82,right,turn_left,5,turn_right,narrow_gap
11,14,11,right,move_forward,1,reverse,dead_end
67,79,58,left,turn_left,2,turn_left,goal_misalignment
16,40,72,forward,reverse,1,turn_right,low_distance_noise
62,58,45,right,turn_left,2,turn_right,open_path
17,43,54,left,move_forward,3,turn_right,front_obstacle
17,19,66,right,stop,6,turn_right,narrow_gap
6,8,15,left,turn_right,5,stop,dead_end
83,39,55,right,move_forward,3,turn_right,goal_misalignment
23,21,89,forward,turn_left,3,move_forward,low_distance_noise
89,70,80,right,stop,3,turn_right,open_path
15,74,40,right,turn_left,2,turn_left,front_obstacle
13,11,77,right,stop,4,turn_right,narrow_gap
8,15,14,right,reverse,5,stop,dead_end
65,85,38,right,move_forward,5,turn_right,goal_misalignment
17,30,76,forward,none,4,turn_right,low_distance_noise
85,37,65,left,reverse,4,turn_left,open_path
18,34,65,forward,turn_right,4,turn_right,front_obstacle
29,9,65,right,none,5,turn_right,narrow_gap
14,6,12,left,reverse,5,reverse,dead_end
88,44,82,left,stop,0,turn_left,goal_misalignment
15,28,49,forward,turn_right,4,turn_right,low_distance_noise
76,83,71,forward,stop,6,move_forward,open_path
6,82,76,left,reverse,1,turn_left,front_obstacle
24,18,83,right,none,6,turn_right,narrow_gap
18,5,15,forward,move_forward,6,stop,dead_end
78,87,35,right,turn_right,1,turn_right,goal_misalignment
15,39,41,forward,none,2,turn_right,low_distance_noise
77,51,50,left,none,5,turn_left,open_path
9,45,32,left,none,5,turn_left,front_obstacle
32,9,66,right,turn_left,1,turn_right,narrow_gap
5,5,10,forward,stop,2,reverse,dead_end
38,26,90,right,turn_right,6,turn_right,goal_misalignment
21,43,79,forward,move_forward,6,move_forward,low_distance_noise
92,78,63,forward,move_forward,4,move_forward,open_path
17,55,57,right,turn_right,5,turn_right,front_obstacle
12,10,85,right,none,1,turn_right,narrow_gap
4,10,11,left,none,6,reverse,dead_end
88,40,58,left,move_forward,3,turn_left,goal_misalignment
19,20,74,forward,reverse,1,turn_right,low_distance_noise
86,66,63,right,move_forward,1,turn_right,open_path
6,42,81,right,none,2,turn_right,front_obstacle
33,22,68,right,move_forward,6,turn_right,narrow_gap
14,9,9,left,stop,3,reverse,dead_end
42,77,30,left,reverse,0,turn_left,goal_misalignment
19,28,74,forward,move_forward,2,turn_right,low_distance_noise
